Nume,CodFiscal,Judet,Telefon,CifraDeAfaceriNetaRON2021,ProfitNetRON2021,CotaDePiata2021,CodCAEN2021,DescriereCodCAEN2021,Salariati2020,CifraDeAfaceriNetaRON2020,ProfitNetRON2020,CotaDePiata2020,CodCAEN2020,DescriereCodCAEN2020,Salariati2019,CifraDeAfaceriNetaRON2019,ProfitNetRON2019,CotaDePiata2019,CodCAEN2019,DescriereCodCAEN2019,Salariati2018,CifraDeAfaceriNetaRON2018,ProfitNetRON2018,CotaDePiata2018,CodCAEN2018,DescriereCodCAEN2018
S.C. PATISERIA SIMO SRL,40553689,BRAŞOV,0721283765,157984,1503,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,2.0,25126.0,5511.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan
S.C. ALEX WILDLIFE TOUR SRL,40553697,BRAŞOV,0729500292,85500,21006,0.06%,7990,Alte servicii de rezervare si asistenta turistica,0.0,32000.0,1788.0,0.02%,7990.0,Alte servicii de rezervare si asistenta turistica,0.0,0.0,0.0,0%,7990.0,Alte servicii de rezervare si asistenta turistica,nan,nan,nan,nan,nan,nan
DELCOM SERV 2018 SRL,40553760,BRAŞOV,-,462904,131043,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,5.0,299967.0,131168.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,2.0,91860.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
S.C. C.N. CONISTIL ART S.R.L.,40553832,BRAŞOV,-,377828,74449,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,69840.0,6974.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
S.C.ENIA COS CONSTRUCT 2019 SRL,40553727,BRAŞOV,0744424002,520380,9096,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,6.0,158000.0,28960.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,115439.0,11564.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
BRUTARIA GABUD SRL,40559843,ALBA,-,0,0,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan
HEAD BUSINESS CONSULTING SRL,40560015,SĂLAJ,-,45010,0,0%,1812,Alte activitati de tiparire n.c.a.,5.0,22350.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,2.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,nan,nan,nan,nan,nan,nan
MERCURY SERVICES ETS SRL,40560155,MUREŞ,0722527769,62379,0,0%,8121,Activitati generale (nespecializate) de curatenie interioara a cladirilor,5.0,95876.0,0.0,0.01%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor,1.0,13069.0,0.0,0%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor,nan,nan,nan,nan,nan,nan
DIAGNOZA BOGU SRL,40560112,MUREŞ,-,36546,0,0%,7120,Activitati de testare si analize tehnice,5.0,111960.0,543.0,0%,7120.0,Activitati de testare si analize tehnice,1.0,0.0,0.0,0%,7120.0,Activitati de testare si analize tehnice,nan,nan,nan,nan,nan,nan
SC FLOREAN GCF SOLUTION TRANSILVANIA SRL,40560082,MUREŞ,0745706239,8823,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,1681.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
TRAIN PRO FUN SRL,40559860,ALBA,-,0,18977,0%,9329,Alte activitati recreative si distractive n.c.a.,4.0,49200.0,213.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,0.0,0.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,nan,nan,nan,nan,nan,nan
METAL METRIC TEP SRL,40561894,BRAŞOV,-,367535,4649,0.02%,2512,Fabricarea de usi si ferestre din metal,6.0,231281.0,3113.0,0.01%,2512.0,Fabricarea de usi si ferestre din metal,3.0,57394.0,53183.0,0%,2512.0,Fabricarea de usi si ferestre din metal,nan,nan,nan,nan,nan,nan
S.C. DHC PREFABRICATE S.R.L.,40561878,BRAŞOV,-,130000,0,0.01%,1623,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",4.0,72203.0,0.0,0%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",1.0,0.0,0.0,0%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",nan,nan,nan,nan,nan,nan
FOREST STONE COMIMPEX SRL,40562040,BRAŞOV,-,8700,0,0%,812,Extractia pietrisului si nisipului; extractia argilei si caolinului,0.0,8400.0,4684.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,0.0,0.0,11158.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,nan,nan,nan,nan,nan,nan
ALBO CAR HELP SRL,40562202,BRAŞOV,0773951684,28000,0,0%,4520,Întretinerea si repararea autovehiculelor,0.0,0.0,166910.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C.BALAN EMIL CONSTRUCT SRL,40562210,BRAŞOV,0756705517,90664,72839,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
S.C. FLOPI DEVELOPMENT SRL,40562199,BRAŞOV,0740202328,14284,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,168.0,116.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
SEGANI GLASS SRL,40563798,SIBIU,0728831431,2157303,377602,0.21%,2312,Prelucrarea si fasonarea sticlei plate,17.0,1753307.0,248899.0,0.17%,2312.0,Prelucrarea si fasonarea sticlei plate,11.0,1420518.0,326469.0,0.14%,2312.0,Prelucrarea si fasonarea sticlei plate,nan,nan,nan,nan,nan,nan
EMA LOOK PARTENERS SRL,40567820,ALBA,-,0,58824,0%,5912,"Activitati de post-productie cinematografica, video si de programe de televiziune",3.0,0.0,0.0,0%,5912.0,"Activitati de post-productie cinematografica, video si de programe de televiziune",1.0,20000.0,470.0,0.03%,5912.0,"Activitati de post-productie cinematografica, video si de programe de televiziune",nan,nan,nan,nan,nan,nan
CIOKYFOODDELIVERY SRL,40572672,MUREŞ,-,612823,17870,0.08%,5629,Alte activitati de alimentatie n.c.a.,1.0,90793.0,0.0,0.01%,5629.0,Alte activitati de alimentatie n.c.a.,0.0,0.0,0.0,0%,5629.0,Alte activitati de alimentatie n.c.a.,nan,nan,nan,nan,nan,nan
STUDIO ATLETICA,40572648,MUREŞ,-,0,0,0%,9604,Activitati de întretinere corporala,0.0,0.0,0.0,0%,9604.0,Activitati de întretinere corporala,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ANIMALE VESELE SRL,40572605,MARAMUREŞ,-,156000,76,0.09%,1092,Fabricarea preparatelor pentru hrana animalelor de companie,3.0,28483.0,1489.0,0.02%,1092.0,Fabricarea preparatelor pentru hrana animalelor de companie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SOUND PLANNER SRL,40572680,MUREŞ,-,764320,161591,0.01%,5610,Restaurante,1.0,69680.0,41756.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),nan,nan,nan,nan,nan,nan
SAROCARTON SRL,40572702,MUREŞ,-,205686,0,0.01%,1721,Fabricarea hârtiei si cartonului ondulat si a ambalajelor din hârtie si carton,4.0,39209.0,0.0,0%,1721.0,Fabricarea hârtiei si cartonului ondulat si a ambalajelor din hârtie si carton,2.0,0.0,0.0,0%,1721.0,Fabricarea hârtiei si cartonului ondulat si a ambalajelor din hârtie si carton,nan,nan,nan,nan,nan,nan
SC BODO CONSTRUCT ILIENI SRL,40572729,MUREŞ,-,276894,9966,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,11.0,297650.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,8.0,285130.0,31408.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
S.C. IMPERIAL MEAT SRL,40575709,SIBIU,0745586844,150000,17285,0.01%,1012,Prelucrarea si conservarea carnii de pasare,1.0,0.0,0.0,0%,1012.0,Prelucrarea si conservarea carnii de pasare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TOP UNIVERSSYS SRL,40577718,COVASNA,0763355420,76581,0,0%,4520,Întretinerea si repararea autovehiculelor,4.0,4691.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
S.C. DAIFLO TRADE CONSTRUCT SRL,40581026,ALBA,-,603682,251221,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,78447.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,2.0,13130.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
SC IMT RUE LINE S.R.L.,40584294,ALBA,-,2311817,1196570,0.01%,4211,Lucrari de constructii a drumurilor si autostrazilor,0.0,708374.0,20497.0,0%,4211.0,Lucrari de constructii a drumurilor si autostrazilor,1.0,39200.0,2086.0,0%,4211.0,Lucrari de constructii a drumurilor si autostrazilor,nan,nan,nan,nan,nan,nan
ARIS MIUSIC,40585168,MUREŞ,-,0,0,0%,7420,Activitati fotografice,5.0,0.0,0.0,0%,7420.0,Activitati fotografice,0.0,0.0,0.0,0%,7420.0,Activitati fotografice,nan,nan,nan,nan,nan,nan
VIATA IN CALORII-SRL,40585435,MUREŞ,-,37512,0,0%,8690,Alte activitati referitoare la sanatatea umana,4.0,19894.0,0.0,0%,8690.0,Alte activitati referitoare la sanatatea umana,3.0,94000.0,46549.0,0%,8690.0,Alte activitati referitoare la sanatatea umana,nan,nan,nan,nan,nan,nan
ICONIC EVENTS SRL,40585257,MUREŞ,-,85965,0,0.01%,9329,Alte activitati recreative si distractive n.c.a.,2.0,11203.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C.BEAIULIA MODACONF SRL-D,40585362,MUREŞ,0725528713,129639,31330,0%,1413,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),4.0,31360.0,14769.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),0.0,0.0,0.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan
MALIT DENT,40585265,MUREŞ,-,408378,6062,0.01%,8623,Activitati de asistenta stomatologica,6.0,249952.0,0.0,0.01%,8623.0,Activitati de asistenta stomatologica,6.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,nan,nan,nan,nan,nan,nan
SC  SILVAS TONEWOOD SRL,40585427,MUREŞ,-,3625751,1833785,4.48%,3220,Fabricarea instrumentelor muzicale,6.0,1160432.0,786835.0,1.44%,3220.0,Fabricarea instrumentelor muzicale,1.0,0.0,0.0,0%,3220.0,Fabricarea instrumentelor muzicale,nan,nan,nan,nan,nan,nan
COT AUTO LUC SRL,40585478,MUREŞ,-,268710,71074,0%,4520,Întretinerea si repararea autovehiculelor,6.0,84752.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,1.0,6649.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
NIXIA CONSTRUCT SRL,40586724,BRAŞOV,0722203104,166392,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,6.0,214096.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,5.0,9009.0,3070.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
S.C. LOUISIANA CHICKEN S.R.,40586880,BRAŞOV,-,0,0,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
S.C. MALIN VLADIO MED S.R.L.,40594247,ALBA,-,564414,167940,0.04%,8621,Activitati de asistenta medicala generala,4.0,605037.0,242375.0,0.04%,8621.0,Activitati de asistenta medicala generala,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. TANIA ORIGINAL SRL,40596140,ALBA,-,1604506,169709,0.01%,5610,Restaurante,11.0,860928.0,129130.0,0.01%,5610.0,Restaurante,2.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
RSA CASA ELY CENTRUM SRL,40598753,MUREŞ,-,0,0,0%,8730,"ctivitati ale caminelor de batrâni si ale caminelor pentru persoane aflate în incapacitate de a se 
îngriji singure
",0.0,0.0,0.0,0%,8730.0,"ctivitati ale caminelor de batrâni si ale caminelor pentru persoane aflate în incapacitate de a se 
îngriji singure
",0.0,0.0,0.0,0%,8730.0,"ctivitati ale caminelor de batrâni si ale caminelor pentru persoane aflate în incapacitate de a se 
îngriji singure
",nan,nan,nan,nan,nan,nan
Draforsa 3d SRL,40598990,MUREŞ,0737787487,0,115657,0%,1812,Alte activitati de tiparire n.c.a.,3.0,5886.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,1.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,nan,nan,nan,nan,nan,nan
GOMBOS CAR CLEAN SRL,40598826,MUREŞ,-,0,0,0%,4520,Întretinerea si repararea autovehiculelor,2.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VIRTUALIZER SRL,40598885,MUREŞ,0753794523,0,0,0%,7420,Activitati fotografice,3.0,0.0,0.0,0%,7420.0,Activitati fotografice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PARTY CENTER CAPSICUM SRL,40600640,BRAŞOV,-,237548,0,0.01%,1623,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",1.0,84280.0,0.0,0.01%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",0.0,0.0,0.0,0%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",nan,nan,nan,nan,nan,nan
AKTIV BULDOEXCAVATOR SRL,40600632,BRAŞOV,-,207388,0,0.01%,4312,Lucrari de pregatire a terenului,4.0,114221.0,0.0,0.01%,4312.0,Lucrari de pregatire a terenului,1.0,0.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,nan,nan,nan,nan,nan,nan
MAGISTRAL DOM SOLUTIONS S.R.L.,40600764,SATU MARE,0740417971,798945,16235,0.02%,4399,Alte lucrari speciale de constructii n.c.a.,8.0,848069.0,307367.0,0.02%,4399.0,Alte lucrari speciale de constructii n.c.a.,1.0,1000.0,0.0,0%,4399.0,Alte lucrari speciale de constructii n.c.a.,nan,nan,nan,nan,nan,nan
S.C. BASSOK SYSTEM  S.R.L,40600969,BRAŞOV,-,172484,0,0.01%,4312,Lucrari de pregatire a terenului,5.0,247882.0,0.0,0.02%,4312.0,Lucrari de pregatire a terenului,1.0,18000.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,nan,nan,nan,nan,nan,nan
S.C  S.M.ANDIESIUS  S.R.L,40600942,BRAŞOV,-,90721,0,0.04%,4313,Lucrari de foraj si sondaj pentru constructii,6.0,168243.0,0.0,0.07%,4313.0,Lucrari de foraj si sondaj pentru constructii,1.0,20200.0,0.0,0.01%,4313.0,Lucrari de foraj si sondaj pentru constructii,nan,nan,nan,nan,nan,nan
MOD PROSPER CONTRACTOR S.R.L.,40600780,BRAŞOV,0740417971,0,0,0%,4399,Alte lucrari speciale de constructii n.c.a.,5.0,500.0,0.0,0%,4399.0,Alte lucrari speciale de constructii n.c.a.,1.0,1000.0,0.0,0%,4399.0,Alte lucrari speciale de constructii n.c.a.,nan,nan,nan,nan,nan,nan
S.C. CLASSMED BUCURIA COPIILOR SRL,40600799,BRAŞOV,-,104905,0,0%,8623,Activitati de asistenta stomatologica,4.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,0.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,nan,nan,nan,nan,nan,nan
S.C. TEN KAPPA SERVICES SRL,40601620,SIBIU,0764311463,872280,1486,0.01%,3832,Recuperarea materialelor reciclabile sortate,2.0,130786.0,40235.0,0%,3832.0,Recuperarea materialelor reciclabile sortate,1.0,232527.0,0.0,0%,3832.0,Recuperarea materialelor reciclabile sortate,nan,nan,nan,nan,nan,nan
PRIMO ARTIGIANO SRL,40601492,SIBIU,-,532780,229181,0%,5610,Restaurante,4.0,224683.0,19409.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LEREROWORLD SRL,40601760,SIBIU,0745524714,486349,69278,0.02%,7490,"Alte activitati profesionale, stiintifice si tehnice n.c.a.",5.0,328158.0,68514.0,0.02%,7490.0,"Alte activitati profesionale, stiintifice si tehnice n.c.a.",1.0,86232.0,3863.0,0%,7490.0,"Alte activitati profesionale, stiintifice si tehnice n.c.a.",nan,nan,nan,nan,nan,nan
BIONATURA TASTE SRL,40603388,COVASNA,-,197262,0,0.27%,1032,Fabricarea sucurilor de fructe si legume,8.0,277922.0,115886.0,0.39%,1032.0,Fabricarea sucurilor de fructe si legume,4.0,28445.0,104845.0,0.04%,1032.0,Fabricarea sucurilor de fructe si legume,nan,nan,nan,nan,nan,nan
SZTOSKA PRO SRL,40610253,MUREŞ,-,6644,0,0%,4520,Întretinerea si repararea autovehiculelor,1.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. PAMIGLOBAL INSTAL SRL,40610377,MUREŞ,-,114818,0,0%,4322,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",3.0,49875.0,1851.0,0%,4322.0,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",0.0,0.0,0.0,0%,4322.0,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",nan,nan,nan,nan,nan,nan
BRADUL DE ACASA SRL,40612220,BRAŞOV,-,0,0,0%,5520,Facilitati de cazare pentru vacante si perioade de scurta durata,4.0,0.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,0.0,0.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,nan,nan,nan,nan,nan,nan
S.C. LDS DEVELOPMENT SRL,40612335,BRAŞOV,0745308783,0,0,0%,8559,Alte forme de învatamânt n.c.a.,4.0,400.0,0.0,0%,8559.0,Alte forme de învatamânt n.c.a.,4.0,0.0,0.0,0%,8559.0,Alte forme de învatamânt n.c.a.,nan,nan,nan,nan,nan,nan
VM ADVENTURES SRL,40612688,BRAŞOV,0722767623,79905,0,0.01%,9329,Alte activitati recreative si distractive n.c.a.,1.0,0.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DASABA PELLET SRL,40612360,BRAŞOV,-,23270,0,0%,1629,"Fabricarea altor produse din lemn; fabricarea articolelor din pluta, paie si din alte materiale vegetale împletite",4.0,9500.0,0.0,0%,1629.0,"Fabricarea altor produse din lemn; fabricarea articolelor din pluta, paie si din alte materiale vegetale împletite",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC DANYVAS AUTOTOTAL SRL,40613489,MUREŞ,-,144930,110275,0%,4520,Întretinerea si repararea autovehiculelor,0.0,72515.0,25235.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,31985.0,23466.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
Goldstarcorp 2019 SRL,40618737,MUREŞ,-,844611,32734,0.21%,9313,Activitati ale centrelor de fitness,5.0,554376.0,203918.0,0.13%,9313.0,Activitati ale centrelor de fitness,4.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,nan,nan,nan,nan,nan,nan
NOVE FAME GRUP SRL,40618702,MUREŞ,-,0,0,0%,7022,Activitati de consultanta pentru afaceri si management,0.0,0.0,0.0,0%,7022.0,Activitati de consultanta pentru afaceri si management,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C.RAWART CREATION SRL,40620893,BRAŞOV,0733210210,0,0,0%,7420,Activitati fotografice,0.0,3900.0,3403.0,0%,7420.0,Activitati fotografice,0.0,0.0,0.0,0%,7420.0,Activitati fotografice,nan,nan,nan,nan,nan,nan
DELI GRAND FOOD SRL,40620885,BRAŞOV,-,0,0,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
S.C. ALEXAL ELECTRO-CABLE S.R.L.,40621082,BRAŞOV,-,0,0,0%,2732,Fabricarea altor fire si cabluri electrice si electrocasnice,0.0,0.0,0.0,0%,2732.0,Fabricarea altor fire si cabluri electrice si electrocasnice,0.0,0.0,0.0,0%,2732.0,Fabricarea altor fire si cabluri electrice si electrocasnice,nan,nan,nan,nan,nan,nan
MARPAS SIB,40621198,SIBIU,0744-549991,90676,0,0.13%,1032,Fabricarea sucurilor de fructe si legume,4.0,759.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume,nan,nan,nan,nan,nan,nan
SOFIA FOODS INVESTMENTS SRL,40623156,BRAŞOV,0740901618,88945,0,0.01%,5621,Activitati de alimentatie (catering) pentru evenimente,0.0,0.0,0.0,0%,5621.0,Activitati de alimentatie (catering) pentru evenimente,1.0,0.0,0.0,0%,5621.0,Activitati de alimentatie (catering) pentru evenimente,nan,nan,nan,nan,nan,nan
SC CAL JEPET SRL,40623130,MUREŞ,-,466609,50449,0.05%,5621,Activitati de alimentatie (catering) pentru evenimente,1.0,301877.0,0.0,0.03%,5621.0,Activitati de alimentatie (catering) pentru evenimente,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. JO WEB DESIGN SERVICES SRL,43089444,MUNICIPIUL BUCUREŞTI,-,295564,284664,0.05%,8211,Activitati combinate de secretariat,0.0,179331.0,172869.0,0.03%,8211.0,Activitati combinate de secretariat,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. TASTY FINGER FOODS S.R.L.,43286730,ILFOV,-,91327,0,0.01%,5621,Activitati de alimentatie (catering) pentru evenimente,0.0,0.0,0.0,0%,5621.0,Activitati de alimentatie (catering) pentru evenimente,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TPD PRODIAGNOZA SRL,38030688,MUREŞ,0745114286,231214,660,0.01%,7120,Activitati de testare si analize tehnice,nan,nan,nan,nan,nan,nan,3.0,199755.0,14031.0,0.01%,7120.0,Activitati de testare si analize tehnice,3.0,76500.0,25354.0,0%,7120.0,Activitati de testare si analize tehnice
CADO SIDERO,38043580,BRAŞOV,0727666777,1163198,285259,0.02%,2562,Operatiuni de mecanica generala,nan,nan,nan,nan,nan,nan,8.0,1159290.0,354176.0,0.02%,2562.0,Operatiuni de mecanica generala,3.0,980904.0,547045.0,0.02%,2562.0,Operatiuni de mecanica generala
ALEXMAR MEGA CLEAN,38057349,SIBIU,-,287410,6188,0.02%,8121,Activitati generale (nespecializate) de curatenie interioara a cladirilor,nan,nan,nan,nan,nan,nan,3.0,296593.0,169000.0,0.02%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor,3.0,234094.0,159642.0,0.02%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor
LOURIN URBASY CONS SRL,38446230,BRAŞOV,-,0,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale
SC SAYKAF BROTHERS SRL,39393541,BRAŞOV,0766337782,193968,10247,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie
IMPREXIS BUILDING SRL,40229730,MUREŞ,-,631042,183466,0.04%,4312,Lucrari de pregatire a terenului,nan,nan,nan,nan,nan,nan,0.0,4166.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,0.0,0.0,0.0,0%,4312.0,Lucrari de pregatire a terenului
WONDER CLEANING,40359071,BRAŞOV,-,105049,37509,0.02%,9601,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan
S.C.TULIPART DESIGN SRL,40454049,HARGHITA,-,204916,78440,0.03%,1512,Fabricarea articolelor de voiaj si marochinarie si a articolelor de harnasament,nan,nan,nan,nan,nan,nan,4.0,5910.0,0.0,0%,1512.0,Fabricarea articolelor de voiaj si marochinarie si a articolelor de harnasament,nan,nan,nan,nan,nan,nan
VIPMANIA MEDIA SRL,40457924,BRAŞOV,0746649883,0,32347,0%,6201,Activitati de realizare a software-ului la comanda (software orientat client),nan,nan,nan,nan,nan,nan,1.0,65000.0,50486.0,0%,6201.0,Activitati de realizare a software-ului la comanda (software orientat client),nan,nan,nan,nan,nan,nan
S.C. LUCMOD PROD INVEST S.R.L,40496982,MUREŞ,-,47844,0,0%,1413,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan
